[2020.03.21 18:03:58:688] EVENT,      set parameter (from 6) username=2913957e0 {1} [4739]
[2020.03.21 18:03:58:701] EVENT,param username set to 2913957e0 [wpmain] {1} [4739]
[2020.03.21 18:03:58:703] EVENT,apicall API_SetParameter password,AT9RRjf7Q4Bx [wpmain] {1} [4739]
[2020.03.21 18:03:58:706] EVENT,      set parameter (from 6) password=***** {1} [4739]
[2020.03.21 18:03:58:722] EVENT,param password set to AT9RRjf7Q4Bx [wpmain] {1} [4739]
[2020.03.21 18:03:58:724] EVENT,apicall API_SetParameter use_pcmu,3 [wpmain] {1} [4739]
[2020.03.21 18:03:58:728] EVENT,      set parameter (from 6) use_pcmu=3 {1} [4739]
[2020.03.21 18:03:58:732] EVENT,param use_pcmu set to 3 [wpmain] {1} [4739]
[2020.03.21 18:03:58:734] EVENT,apicall API_SetParameter use_pcma,2 [wpmain] {1} [4739]
[2020.03.21 18:03:58:740] EVENT,      set parameter (from 6) use_pcma=2 {1} [4739]
[2020.03.21 18:03:58:746] EVENT,param use_pcma set to 2 [wpmain] {1} [4739]
[2020.03.21 18:03:58:749] EVENT,apicall API_SetParameter use_g729,2 [wpmain] {1} [4739]
[2020.03.21 18:03:58:750] EVENT,      set parameter (from 6) use_g729=2 {1} [4739]
[2020.03.21 18:03:58:755] EVENT,param use_g729 set to 2 [wpmain] {1} [4739]
[2020.03.21 18:03:58:758] EVENT,apicall API_SetParameter use_gsm,2 [wpmain] {1} [4739]
[2020.03.21 18:03:58:771] EVENT,      set parameter (from 6) use_gsm=2 {1} [4739]
[2020.03.21 18:03:58:780] EVENT,param use_gsm set to 2 [wpmain] {1} [4739]
[2020.03.21 18:03:58:783] EVENT,apicall API_SetParameter use_speex,1 [wpmain] {1} [4739]
[2020.03.21 18:03:58:788] EVENT,      set parameter (from 6) use_speex=1 {1} [4739]
[2020.03.21 18:03:58:795] EVENT,param use_speex set to 1 [wpmain] {1} [4739]
[2020.03.21 18:03:58:797] EVENT,apicall API_SetParameter use_speexwb,1 [wpmain] {1} [4739]
[2020.03.21 18:03:58:801] EVENT,      set parameter (from 6) use_speexwb=1 {1} [4739]
[2020.03.21 18:03:58:804] EVENT,param use_speexwb set to 1 [wpmain] {1} [4739]
[2020.03.21 18:03:58:807] EVENT,apicall API_SetParameter use_speexuwb,1 [wpmain] {1} [4739]
[2020.03.21 18:03:58:812] EVENT,      set parameter (from 6) use_speexuwb=1 {1} [4739]
[2020.03.21 18:03:58:815] EVENT,param use_speexuwb set to 1 [wpmain] {1} [4739]
[2020.03.21 18:03:58:817] EVENT,apicall API_SetParameter use_opus,1 [wpmain] {1} [4739]
[2020.03.21 18:03:58:819] EVENT,      set parameter (from 6) use_opus=1 {1} [4739]
[2020.03.21 18:03:58:821] EVENT,param use_opus set to 1 [wpmain] {1} [4739]
[2020.03.21 18:03:58:823] EVENT,apicall API_SetParameter use_opuswb,1 [wpmain] {1} [4739]
[2020.03.21 18:03:58:826] EVENT,      set parameter (from 6) use_opuswb=1 {1} [4739]
[2020.03.21 18:03:58:828] EVENT,param use_opuswb set to 1 [wpmain] {1} [4739]
[2020.03.21 18:03:58:832] EVENT,apicall API_SetParameter use_opusuwb,1 [wpmain] {1} [4739]
[2020.03.21 18:03:58:834] EVENT,      set parameter (from 6) use_opusuwb=1 {1} [4739]
[2020.03.21 18:03:58:836] EVENT,param use_opusuwb set to 1 [wpmain] {1} [4739]
[2020.03.21 18:03:58:839] EVENT,apicall API_SetParameter use_opusswb,1 [wpmain] {1} [4739]
[2020.03.21 18:03:58:869] EVENT,      set parameter (from 6) use_opusswb=1 {1} [4739]
[2020.03.21 18:03:58:878] EVENT,param use_opusswb set to 1 [wpmain] {1} [4739]
[2020.03.21 18:03:58:880] EVENT,apicall API_SetParameter use_ilbc,1 [wpmain] {1} [4739]
[2020.03.21 18:03:58:883] EVENT,      set parameter (from 6) use_ilbc=1 {1} [4739]
[2020.03.21 18:03:58:885] EVENT,param use_ilbc set to 1 [wpmain] {1} [4739]
[2020.03.21 18:03:58:886] EVENT,apicall API_SetParameter sendmedia_type,2 [wpmain] {1} [4739]
[2020.03.21 18:03:58:888] EVENT,      set parameter (from 6) sendmedia_type=2 {1} [4739]
[2020.03.21 18:03:58:891] EVENT,param sendmedia_type set to 2 [wpmain] {1} [4739]
[2020.03.21 18:03:58:896] EVENT,apicall API_SetParameter sendmediain_to,0 [wpmain] {1} [4739]
[2020.03.21 18:03:58:910] EVENT,      set parameter (from 6) sendmediain_to=0 {1} [4739]
[2020.03.21 18:03:58:913] EVENT,param sendmediain_to set to 0 [wpmain] {1} [4739]
[2020.03.21 18:03:58:914] EVENT,apicall API_SetParameter sendmediaout_to,22001 [wpmain] {1} [4739]
[2020.03.21 18:03:58:918] EVENT,      set parameter (from 6) sendmediaout_to=22001 {1} [4739]
[2020.03.21 18:03:58:921] EVENT,param sendmediaout_to set to 22001 [wpmain] {1} [4739]
[2020.03.21 18:03:58:923] EVENT,apicall API_SetParameter sendmediaout_line,0 [wpmain] {1} [4739]
[2020.03.21 18:03:58:924] EVENT,      set parameter (from 6) sendmediaout_line=0 {1} [4739]
[2020.03.21 18:03:58:977] ERROR,param sendmediaout_line not found or failed to set [wpmain] {1} [4739]
[2020.03.21 18:03:58:980] EVENT,apicall API_SetParameter sendmedia_marks,1 [wpmain] {1} [4739]
[2020.03.21 18:03:58:982] EVENT,      set parameter (from 6) sendmedia_marks=1 {1} [4739]
[2020.03.21 18:03:58:984] EVENT,param sendmedia_marks set to 1 [wpmain] {1} [4739]
[2020.03.21 18:03:58:985] EVENT,apicall API_Start (0 452152517 rst: no) [wpmain] {1} [4739]
[2020.03.21 18:03:58:986] EVENT,      get parameter (from 100111) register=1 {1} [4739]
[2020.03.21 18:03:58:987] EVENT,      get parameter (from 100111) register=1 {1} [4739]
[2020.03.21 18:03:59:049] EVENT,will auto register on api_start because 1 [wpmain] {1} [4739]
[2020.03.21 18:03:59:063] EVENT,regdetails: s: -1 0 452152531 452151527 1004 [wpmain] {1} [4739]
[2020.03.21 18:03:59:076] EVENT,on init [wpmain] {26} [4739]
[2020.03.21 18:03:59:078] EVENT,      get parameter (from 100111) loglevel=5 {26} [4739]
[2020.03.21 18:03:59:080] EVENT, wpapiconnectport set to m1 19421 [wpmain] {26} [4739]
[2020.03.21 18:03:59:267] EVENT,check A record for sipgate.de. fromcode: 142 {23} [4739]
[2020.03.21 18:03:59:310] EVENT, srv dns record 217.10.79.9:5060 priority: 0 weight: 0 {23} [4739]
[2020.03.21 18:03:59:314] EVENT,async task dns srv finished for sipgate.de: 217.10.79.9 {23} [4739]
[2020.03.21 18:03:59:316] EVENT,async task MATASK_DNSLOOKUP_SRV finished in 2147 msec with 0 (false/6102/sipgate.de/forced) {23} [4739]
[2020.03.21 18:03:59:632] EVENT,environment: 
 	sysenv libconfig: issdk ISJVOIP ISDESKTOP ISWEBPHONE 
	sysenv OS name: Windows 10 , arch: amd64 , vers: 10.0 , patch: - , type: x64 
	sysenv CPU: little amd64  cpuspeed: 9000 (meassured: 0 0) cores: 8 dbg: 
	sysenv JVM: Oracle Corporation Java(TM) SE Runtime Environment 12.0.2 
	sysenv USR: DE de Europe/Berlin Anuja.Hariharan   CAS-N03677 C:\TakePart Projekt\Registration\demo(1)\demo 
	sysenv path: C:\TakePart Projekt\Registration\demo(1)\demo, datapath: C:\TakePart Projekt\Registration\demo(1)\demo\mwphonedata, configfile: C:\TakePart Projekt\Registration\demo(1)\demo\mwphonedata\u88wpcfg.dat, logfile: C:\TakePart Projekt\Registration\demo(1)\demo\mwphonedata\webphonelog.dat, ext: C:\TakePart Projekt\Registration\demo(1)\demo\mwphonedata\, alt: C:\TakePart Projekt\Registration\demo(1)\demo\mwphonedata\, from: 413  a u88wpcfg.dat
	toolkit: sun.awt.windows.WToolkit@12c9f181
	domain: C:, host: C:\TakePart Projekt\Registration\demo(1)\demo, url: C:\TakePart Projekt\Registration\demo(1)\demo, lib: C:\Program Files\Java\jdk-12.0.2\bin
	sysenv charsrt: UTF-8
	deviceid: Z1Qavigg
 [wpmain] {26} [4739]
[2020.03.21 18:03:59:665] EVENT,JVoIP init (loglevel is 5) [wpmain] {26} [4739]
[2020.03.21 18:03:59:666] EVENT,      get parameter (from 10014) lasttransport=0 {26} [4739]
[2020.03.21 18:03:59:669] EVENT,      get parameter (from 10014) lasthttprecstreaming=8 {26} [4739]
[2020.03.21 18:03:59:670] EVENT,      get parameter (from 10014) proxyauthreqcount=0 {26} [4739]
[2020.03.21 18:03:59:674] EVENT,      get parameter (from 10014) plgoodcalls=0 {26} [4739]
[2020.03.21 18:03:59:676] EVENT,      get parameter (from 10014) subsswitchtotcp=0 {26} [4739]
[2020.03.21 18:03:59:683] EVENT,      get parameter (from 10014) subsnoudptry=0 {26} [4739]
[2020.03.21 18:03:59:685] EVENT,      get parameter (from 10014) lastaltporttousecfg=0 {26} [4739]
[2020.03.21 18:03:59:688] EVENT,      get parameter (from 10014) subsfailedudpport=0 {26} [4739]
[2020.03.21 18:03:59:690] EVENT,      get parameter (from 10014) lastaltportchangeday=-2 {26} [4739]
[2020.03.21 18:03:59:695] EVENT,      get parameter (from 10014) prevaltportused=0 {26} [4739]
[2020.03.21 18:03:59:697] EVENT,      get parameter (from 10014) subsdirectaccessfail=0 {26} [4739]
[2020.03.21 18:03:59:700] EVENT,      get parameter (from 10014) subsnodirectaccesstry=0 {26} [4739]
[2020.03.21 18:03:59:702] EVENT,      get parameter (from 10014) subsnopacketloss=0 {26} [4739]
[2020.03.21 18:03:59:705] EVENT,      get parameter (from 10014) subsnosucccall=-12 {26} [4739]
[2020.03.21 18:03:59:728] EVENT,      get parameter (from 10014) finaltransport=0 {26} [4739]
[2020.03.21 18:03:59:734] EVENT,      get parameter (from 10014) mserverfound=3 {26} [4739]
[2020.03.21 18:03:59:739] EVENT,      get parameter (from 10014) subsdnsalookupdisable=0 {26} [4739]
[2020.03.21 18:03:59:741] EVENT,      get parameter (from 10014) oldsignalingport=16778 {26} [4739]
[2020.03.21 18:03:59:744] EVENT,      get parameter (from 10014) wasgoodhttpstreaming=0 {26} [4739]
[2020.03.21 18:03:59:758] EVENT,      get parameter (from 10014) autotransport_tcpproxyfailed=0 {26} [4739]
[2020.03.21 18:03:59:770] EVENT,      get parameter (from 10014) autotransport_tcpproxysocksfailed=0 {26} [4739]
[2020.03.21 18:03:59:775] EVENT,      get parameter (from 10014) systemsockproxywasset=0 {26} [4739]
[2020.03.21 18:03:59:779] EVENT,      get parameter (from 10014) aecwascached=2 {26} [4739]
[2020.03.21 18:03:59:781] EVENT,      get parameter (from 10014) lastrtpportsaved=16780 {26} [4739]
[2020.03.21 18:03:59:783] EVENT,      get parameter (from 10014) lastserverrtpport=17212 {26} [4739]
[2020.03.21 18:03:59:796] EVENT,      get parameter (from 10014) lastrtppublicport=16780 {26} [4739]
[2020.03.21 18:03:59:798] EVENT,      get parameter (from 10014) lastcfgfileversion=88 {26} [4739]
[2020.03.21 18:03:59:801] EVENT,      get parameter (from 10014) lastrtppublicip=87.163.157.10 {26} [4739]
[2020.03.21 18:03:59:805] EVENT,      get parameter (from 10014) lastrtppublicport2=16780 {26} [4739]
[2020.03.21 18:03:59:811] EVENT,      get parameter (from 10014) sendvideoonrec=1 {26} [4739]
[2020.03.21 18:03:59:817] EVENT,      get parameter (from 10014) presenceuserlist=,testivr3, {26} [4739]
[2020.03.21 18:03:59:819] EVENT,      get parameter (from 10014) excontactlist=,testivr3, {26} [4739]
[2020.03.21 18:03:59:822] EVENT,      get parameter (from 10014) blockedpresenceuserlist=,testivr3, {26} [4739]
[2020.03.21 18:03:59:824] EVENT,      get parameter (from 10014) serverload=0 {26} [4739]
[2020.03.21 18:03:59:827] EVENT, set server load: 0 {26} [4739]
[2020.03.21 18:03:59:829] EVENT,      get parameter (from 10014) pushnotifications3=-1 {26} [4739]
[2020.03.21 18:03:59:834] EVENT,      get parameter (from 10014) packagename=com.mizuvoip.mizudroid.app {26} [4739]
[2020.03.21 18:03:59:837] EVENT,      get parameter (from 10014) fcmgateway=fcm.webvoipphone.com:35060 {26} [4739]
[2020.03.21 18:03:59:839] EVENT,      get parameter (from 10014) pushnotifications=-1 {26} [4739]
[2020.03.21 18:03:59:843] EVENT,      get parameter (from 10014) winaudioerrors88=8 {26} [4739]
[2020.03.21 18:03:59:846] EVENT,read config file C:\TakePart Projekt\Registration\demo(1)\demo\mwphonedata\u88wpcfg.dat (211) {26} [4739]
[2020.03.21 18:03:59:851] EVENT,config version 7000189 [wpmain] {26} [4739]
[2020.03.21 18:03:59:855] WARNING,last call was not disconnected properly [wpmain] {26} [4739]
[2020.03.21 18:03:59:862] EVENT,config read 69 [wpmain] {26} [4739]
[2020.03.21 18:03:59:883] EVENT,      get parameter (from 100111) serveraddress=sipgate.de {26} [4739]
[2020.03.21 18:03:59:885] EVENT,      get parameter (from 100111) startsipstack=1 {26} [4739]
[2020.03.21 18:03:59:886] EVENT,      get parameter (from 100111) register=1 {26} [4739]
[2020.03.21 18:03:59:887] EVENT,      get parameter (from 100111) password=***** {26} [4739]
[2020.03.21 18:03:59:890] EVENT,      get parameter (from 10014) enablepresencesip=0 {26} [4739]
[2020.03.21 18:03:59:892] EVENT,serveraddrlst2: a (75149):  b: voip.mizu-voip.com c:  d:  e:  f:  g:  h:  i:  j:  {26} [4739]
[2020.03.21 18:03:59:896] EVENT,async task start MATASK_DNSLOOKUP_A (false/81149/voip.mizu-voip.com/) {28} [4739]
[2020.03.21 18:03:59:900] EVENT,temp network interface address is 127.0.0.1 (with server: 217.10.79.9) {20} [4739]
[2020.03.21 18:03:59:901] EVENT,serveraddrlst2: a (3542):  b: voip.mizu-voip.com c:  d:  e:  f:  g:  h:  i:  j:  {20} [4739]
[2020.03.21 18:03:59:922] EVENT, A dns record 159.69.64.138 {28} [4739]
[2020.03.21 18:03:59:924] EVENT,async task MATASK_DNSLOOKUP_A finished in 33 msec with 0 (false/81149/voip.mizu-voip.com/) {28} [4739]
[2020.03.21 18:03:59:925] EVENT,temp network interface address is 10.242.6.159 (with server: 217.10.79.9) {20} [4739]
[2020.03.21 18:03:59:928] EVENT,      get parameter (from 10014) enablepresencesip_1596964138=0 {26} [4739]
[2020.03.21 18:03:59:930] EVENT,      get parameter (from 10014) packagename=com.mizuvoip.mizudroid.app {26} [4739]
[2020.03.21 18:03:59:931] EVENT,      get parameter (from 10014) fcmgateway=fcm.webvoipphone.com:35060 {26} [4739]
[2020.03.21 18:03:59:932] EVENT,      get parameter (from 10014) lasthasfcm=0 {26} [4739]
[2020.03.21 18:03:59:934] EVENT,      get parameter (from 10014) pushnotifications=-1 {26} [4739]
[2020.03.21 18:03:59:935] EVENT,temp network interface address is 192.168.178.65 (with server: 217.10.79.9) {20} [4739]
[2020.03.21 18:03:59:936] EVENT, network addr set to 10.242.6.159 {20} [4739]
[2020.03.21 18:03:59:937] EVENT, network addr2 set to 10.242.6.159 {20} [4739]
[2020.03.21 18:03:59:938] EVENT,async task MATASK_COMMONINIT2 finished in 2968 msec with 0 (false/0//) {20} [4739]
[2020.03.21 18:04:00:354] EVENT,      get parameter (from 10014) pastmaxcallcount=0 {26} [4739]
[2020.03.21 18:04:00:355] EVENT,      get parameter (from 100111) use_gsm=2 {26} [4739]
[2020.03.21 18:04:00:356] EVENT,      get parameter (from 100111) use_ilbc=1 {26} [4739]
[2020.03.21 18:04:00:357] EVENT,      get parameter (from 100111) use_speex=1 {26} [4739]
[2020.03.21 18:04:00:357] EVENT,      get parameter (from 100111) use_speexwb=1 {26} [4739]
[2020.03.21 18:04:00:358] EVENT,      get parameter (from 100111) use_speexuwb=1 {26} [4739]
[2020.03.21 18:04:00:359] EVENT,      get parameter (from 100111) use_opus=1 {26} [4739]
[2020.03.21 18:04:00:360] EVENT,      get parameter (from 100111) use_opuswb=1 {26} [4739]
[2020.03.21 18:04:00:361] EVENT,      get parameter (from 100111) use_opusuwb=1 {26} [4739]
[2020.03.21 18:04:00:374] EVENT,      get parameter (from 100111) use_opusswb=1 {26} [4739]
[2020.03.21 18:04:00:375] EVENT,      get parameter (from 10014) canloadg729=99 {26} [4739]
[2020.03.21 18:04:00:376] EVENT,      get parameter (from 100111) use_g729=2 {26} [4739]
[2020.03.21 18:04:00:377] EVENT,      get parameter (from 100111) use_g729=2 {26} [4739]
[2020.03.21 18:04:00:378] EVENT,      get parameter (from 100111) use_pcmu=3 {26} [4739]
[2020.03.21 18:04:00:379] EVENT,      get parameter (from 100111) use_pcma=2 {26} [4739]
[2020.03.21 18:04:00:380] EVENT,      get parameter (from 100111) sendmedia_type=2 {26} [4739]
[2020.03.21 18:04:00:381] EVENT,      get parameter (from 100111) sendmedia_marks=1 {26} [4739]
[2020.03.21 18:04:00:382] EVENT,      get parameter (from 100111) sendmediain_to=0 {26} [4739]
[2020.03.21 18:04:00:383] EVENT,      get parameter (from 100111) sendmediaout_to=22001 {26} [4739]
[2020.03.21 18:04:00:384] EVENT,      get parameter (from 10014) presenceuserlist=,testivr3, {26} [4739]
[2020.03.21 18:04:00:384] EVENT,      get parameter (from 10014) excontactlist=,testivr3, {26} [4739]
[2020.03.21 18:04:00:385] EVENT,      get parameter (from 10014) askforwhitelist=1 {26} [4739]
[2020.03.21 18:04:00:386] EVENT,      get parameter (from 10014) runservice=-1 {26} [4739]
[2020.03.21 18:04:00:387] EVENT,      get parameter (from 10014) scheduledwakeup=1 {26} [4739]
[2020.03.21 18:04:00:388] EVENT,      get parameter (from 100111) logtoconsole=true {26} [4739]
[2020.03.21 18:04:00:389] EVENT,      get parameter (from 100111) polling=3 {26} [4739]
[2020.03.21 18:04:00:391] EVENT, try to load js [wpmain] {26} [4739]
[2020.03.21 18:04:00:394] WARNING, cannot find javascript interface [wpmain] {26} [4739]
[2020.03.21 18:04:00:395] EVENT, upper server set0 to  /  /  {26} [4739]
[2020.03.21 18:04:00:396] EVENT,      get parameter (from 100111) serveraddress=sipgate.de {26} [4739]
[2020.03.21 18:04:00:397] EVENT,      get parameter (from 100111) serveraddress=sipgate.de {26} [4739]
[2020.03.21 18:04:00:398] EVENT,      get parameter (from 100111) serveraddress=sipgate.de {26} [4739]
[2020.03.21 18:04:00:437] EVENT,      get parameter (from 100111) username=2913957e0 {26} [4739]
[2020.03.21 18:04:00:439] EVENT,      get parameter (from 10064) sipusername=2913957e0 {26} [4739]
[2020.03.21 18:04:00:440] EVENT,      get parameter (from 100111) username=2913957e0 {26} [4739]
[2020.03.21 18:04:00:441] EVENT,      get parameter (from 10064) sipusername=2913957e0 {26} [4739]
[2020.03.21 18:04:00:443] EVENT,sipusername (auth) is 2913957e0 [wpmain] {26} [4739]
[2020.03.21 18:04:00:444] EVENT,username (callerid) is 2913957e0 [wpmain] {26} [4739]
[2020.03.21 18:04:00:445] EVENT,callto is  testivr3 [wpmain] {26} [4739]
[2020.03.21 18:04:00:445] EVENT, lccccc trigger txr [wpmain] {26} [4739]
[2020.03.21 18:04:00:446] EVENT, lccccc trigger xr {26} [4739]
[2020.03.21 18:04:00:451] EVENT, lccccc trigger 10 {26} [4739]
[2020.03.21 18:04:00:452] EVENT,      get parameter (from 10014) stunisnotokcount=-6 {26} [4739]
[2020.03.21 18:04:00:454] EVENT,      get parameter (from 10014) allcallcount=6 {26} [4739]
[2020.03.21 18:04:00:454] EVENT,      get parameter (from 10014) allsucccallcount=1 {26} [4739]
[2020.03.21 18:04:00:455] EVENT,      get parameter (from 10014) lastcodecused=18 {26} [4739]
[2020.03.21 18:04:00:456] EVENT,      get parameter (from 10014) audiodevicehash=8001 {26} [4739]
[2020.03.21 18:04:00:457] EVENT,      get parameter (from 10014) audiodevicehash2=8001 {26} [4739]
[2020.03.21 18:04:00:458] EVENT,      get parameter (from 10014) stat_jitter_start=0 {26} [4739]
[2020.03.21 18:04:00:460] EVENT,      get parameter (from 10014) stat_jitter_all=0 {26} [4739]
[2020.03.21 18:04:00:461] EVENT, autovalues aec: 2, aecfast: 1, aecnative: 1, aecorig: 1, agc: 2, denoise: 3, plc: true [wpmain] {26} [4739]
[2020.03.21 18:04:00:461] EVENT,      get parameter (from 100111) password=***** {26} [4739]
[2020.03.21 18:04:00:635] EVENT,JVoIP init finished2 [wpmain] {26} [4739]
[2020.03.21 18:04:00:698] EVENT, conncurrent instances in the same classloader: 1 {26} [4739]
[2020.03.21 18:04:00:711] EVENT,main thread started [wpmain] {26} [4739]
[2020.03.21 18:04:00:712] EVENT,JVoIP start 8.0.20031 [wpmain] {26} [4739]
[2020.03.21 18:04:00:714] EVENT,afterstart event [wpmain] {26} [4739]
[2020.03.21 18:04:00:715] EVENT,app version: 8.0.20031 3/19/2020 11:23:38 [wpmain] {26} [4739]
[2020.03.21 18:04:00:717] EVENT,app type: 3 [wpmain] {26} [4739]
[2020.03.21 18:04:00:718] EVENT,codebase: null [wpmain] {26} [4739]
[2020.03.21 18:04:00:722] EVENT,docbase: null [wpmain] {26} [4739]
[2020.03.21 18:04:00:723] EVENT,archive:  [wpmain] {26} [4739]
[2020.03.21 18:04:01:303] EVENT,local ip is 10.242.6.159 {26} [4739]
[2020.03.21 18:04:01:304] EVENT,check ip for sipgate.de from 1 {26} [4739]
[2020.03.21 18:04:01:305] EVENT, need for stun natcheck because server ip sipgate.de 217.10.79.9 {26} [4739]
[2020.03.21 18:04:01:306] EVENT,NOTIFICATION_XRSS,START,api {26} [4739]
[2020.03.21 18:04:01:312] EVENT,check ip for sipgate.de from 1111 {26} [4739]
[2020.03.21 18:04:01:313] EVENT,afterstart natcheck 2 10.242.6.159 sipgate.de 217.10.79.9 [wpmain] {26} [4739]
[2020.03.21 18:04:01:314] EVENT,afterstart autostart [wpmain] {26} [4739]
[2020.03.21 18:04:01:328] EVENT,direct call URI parsing is not enabled c  [wpmain] {26} [4739]
[2020.03.21 18:04:01:331] EVENT, set called ext i to testivr3 [wpmain] {26} [4739]
[2020.03.21 18:04:01:332] EVENT,first routepath set to sipgate.de sipgate.de 5060 as user 2913957e0 [wpmain] {26} [4739]
[2020.03.21 18:04:01:333] EVENT,save settings wpb [wpmain] {26} [4739]
[2020.03.21 18:04:01:333] EVENT,udp nat bind to port 16778 (byf: 4) [stun natcheck] {32} [4739]
[2020.03.21 18:04:01:334] EVENT,save settings wp [wpmain] {26} [4739]
[2020.03.21 18:04:01:335] EVENT,write file C:\TakePart Projekt\Registration\demo(1)\demo\mwphonedata\u88wpcfg.dat (200) {26} [4739]
[2020.03.21 18:04:01:336] EVENT,write file C:\TakePart Projekt\Registration\demo(1)\demo\mwphonedata\u88wpcfgex.dat (2753) {26} [4739]
[2020.03.21 18:04:01:336] EVENT,config saved 200 [wpmain] {26} [4739]
[2020.03.21 18:04:01:351] EVENT,starting sip stack [wpmain] {26} [4739]
[2020.03.21 18:04:01:353] EVENT,waiting for mediaench to load and init [stun natcheck] {32} [4739]
[2020.03.21 18:04:01:357] EVENT,set priority to service from mediaench1 {33} [4739]
[2020.03.21 18:04:01:392] EVENT,mediaench thread start [mediaench 0] {33} [4739]
[2020.03.21 18:04:01:394] EVENT,mediaench and aec load from system mediaench2x64 [mediaench 0] {33} [4739]
